reviewId,userName,teks_ulasan,rating_bintang,thumbsUpCount,tanggal,nama_aplikasi,wilayah
7f2f5242-f58e-4821-be3c-63d25bc8715a,KOSASIH _SMPN 3 CIBUNGBULANG KAB. BOGOR,hebat,5,0,2025-06-20 06:19:52,Bogor Single Window (Asinan Bogor),Kota Bogor
c2aabd26-de3b-4f77-bca0-12325613bfbd,Baron Zeff,ok sip sangat membantu warga,5,0,2025-06-11 01:48:31,Bogor Single Window (Asinan Bogor),Kota Bogor
4035c61e-f434-44d0-abaf-3dbc6e180a1c,reny er,cepat responnya tapi dokumen tdk bisa diunduh,5,3,2025-04-23 15:51:17,Bogor Single Window (Asinan Bogor),Kota Bogor
fca20db8-5bfc-4e9d-b1e4-2cc1dc77af6e,wahyu kusuma,"sangat membantu, keren...",5,0,2025-04-16 13:14:37,Bogor Single Window (Asinan Bogor),Kota Bogor
d3fb1614-1c06-41ac-a7c8-6015092dacdc,mariati lince,sangat terbantu dan proseanya juga cepat,5,0,2025-03-21 02:14:16,Bogor Single Window (Asinan Bogor),Kota Bogor
7807b6b8-f81e-4f8b-878c-a0338e687d09,Abah Jambrong,Ok,5,0,2025-03-13 03:44:04,Bogor Single Window (Asinan Bogor),Kota Bogor
66671576-d0c3-4013-a1e2-581a1201590b,Yeni Rahmadi,Respon cepat.pelayanan ok,5,0,2025-02-04 12:24:07,Bogor Single Window (Asinan Bogor),Kota Bogor
03b81ce9-0207-4e57-a3fd-cd4e70ad402b,ugen sugeri,👍,4,0,2025-02-01 01:20:03,Bogor Single Window (Asinan Bogor),Kota Bogor
11224fa0-6a85-42ab-a662-65556db5359c,Jujun Sujai,"Alhamdulillah aplikasi cepat dan mudah, sangat membantu pengurusan",5,0,2025-01-30 02:13:37,Bogor Single Window (Asinan Bogor),Kota Bogor
783838e4-672e-436e-a68f-4b3859b28b4a,Ica Hasti,Sangat membantu banget,5,0,2025-01-23 01:39:00,Bogor Single Window (Asinan Bogor),Kota Bogor
728f13e0-7b4b-4842-a7cb-7eb68756d934,Manzila Zhee,Bintang 5 untuk kelurahan Pasirmulya,5,0,2024-12-27 06:54:10,Bogor Single Window (Asinan Bogor),Kota Bogor
b6ce911b-ebec-400f-b322-8c196c0e7126,Ismi Kurniati,"Pelayanan sangat cepat dan mudah,, terimakasih asinan bogor.",5,0,2024-11-28 02:20:43,Bogor Single Window (Asinan Bogor),Kota Bogor
f45cbabd-195a-4704-951b-8d8b05b932fb,Hamdan Nurlaelah,Mantap mempermudah smua pelayanan Lanjutkan,5,0,2024-11-19 03:20:54,Bogor Single Window (Asinan Bogor),Kota Bogor
c9c7e22c-0d2a-406f-9a7b-c54b6eae1140,youmna nurifa,Alhamdulilah lebih cepat dan tidak sulit untuk mengisi formnya..,5,0,2024-11-13 09:58:06,Bogor Single Window (Asinan Bogor),Kota Bogor
4458b5bc-424d-4621-a4e6-550fe9ab4923,Dimas Herwan,Top,5,0,2024-11-07 03:35:18,Bogor Single Window (Asinan Bogor),Kota Bogor
373f2e94-b5ce-450d-8acf-c8b42670ccc4,Alesha Raisani,Lbih cepat dan anti ribet 😊. Karena ngisi nya bisa d rmh,5,1,2024-09-18 06:10:29,Bogor Single Window (Asinan Bogor),Kota Bogor
6cffb15f-a2fe-4f31-affb-887e421b5dc3,Yuniar Savitri,tidak ribet dan responnya cepat,5,1,2024-09-18 01:07:09,Bogor Single Window (Asinan Bogor),Kota Bogor
ee0b89af-3d29-436f-bf16-8f834c4a5fb3,Mumuh Muchlis,Alhamdulillah,5,0,2024-09-18 00:04:21,Bogor Single Window (Asinan Bogor),Kota Bogor
ec9d8593-4902-4b6a-a2df-e41fc3fb8490,Ahmad Fauzi,"mantappp..aplikasi bagus,ngebantu banget",5,1,2024-09-13 13:47:29,Bogor Single Window (Asinan Bogor),Kota Bogor
945c90a7-bbd3-42fe-8600-beab08f1e8e2,Eva Yulia,Sangat membantu,5,1,2024-09-10 14:15:56,Bogor Single Window (Asinan Bogor),Kota Bogor
e4a70cdf-060a-4335-bcb0-cd3e0874a235,Doni,"Adanya pelayanan asianan bogor lebih cepat dan mudah ,mantap terima kasih untuk mempermudah pelayanan",5,1,2024-08-12 04:28:21,Bogor Single Window (Asinan Bogor),Kota Bogor
82231613-97ee-4986-9b25-0c8407f9b298,Rizki Nur Seftiawan,Terus kabupaten bogor ga bisa mentang mentang pinggiran bogor,1,3,2024-07-29 00:52:41,Bogor Single Window (Asinan Bogor),Kota Bogor
6425b13e-b3e6-4a41-8a45-f47e248658df,Hipzhy Aiman,Kelazzz,5,0,2024-07-19 09:49:08,Bogor Single Window (Asinan Bogor),Kota Bogor
3b1154d4-4531-4802-9410-e2316c6f4a9b,Muara Prakarsa,sangat membantu 🙏🙂,5,0,2024-07-10 05:14:58,Bogor Single Window (Asinan Bogor),Kota Bogor
65ff42a6-aae2-4047-a3a7-0b62ab3c5c69,Daus Firdaus,Sanagat membantu dan mempermudah,5,2,2024-07-01 05:53:26,Bogor Single Window (Asinan Bogor),Kota Bogor
dfea4b0f-cf63-4fff-a476-6d009d111497,Ridwan Syahrul,Luar biasa mempermudah semua layanan bener2 prima (Bogor berlari),5,3,2024-05-28 08:54:20,Bogor Single Window (Asinan Bogor),Kota Bogor
88f103ac-00dc-405f-8d46-4ca17136e7af,Yudis Tira Alhamid,Masukin cctv ke aplikasi ini dong kk sama pasang Cctv stasiun bogor kk,5,0,2024-04-04 01:30:09,Bogor Single Window (Asinan Bogor),Kota Bogor
4b014f53-d562-4748-bc69-af9c7f2de433,Ketut Sugiarta,"Kasi bintang 2 dulu ya, aplikasinya sih bisa dipakai, cumaa...kembali lagi ke oknum pemerintah, apakah mereka melayani dengan baik atau tidak. Saya pake aplikasi ini, tapi 2 hari ditunggu² ga diurusin atau tindaklanjuti. Diurus langsung katanya ga bisa , Krn sudah e-government, diurus lewat aplikasi, ga ditindaklanjuti. Saya sebagai warga Bogor ..harus bagaimana dong ???????",2,1,2024-01-12 12:32:01,Bogor Single Window (Asinan Bogor),Kota Bogor
6fbc2cbc-fce4-4345-bc78-0a8dcea09c3e,Calvin Novryan Rahaditya,"Tingkatkan terus, Semoga aplikasinya bisa digunakan terus menerus untuk mempermudah pengajuan berkas",5,5,2023-11-04 09:16:19,Bogor Single Window (Asinan Bogor),Kota Bogor
593b8231-3bb6-428e-9991-015abe168d3b,Vans Tube50,Aplikasi tidak bisa,3,0,2023-02-10 12:10:13,Bogor Single Window (Asinan Bogor),Kota Bogor
0822cef1-24e8-4a69-924e-ac0c75eccb3a,Novi Nurabia,"sial ga becus nih lemot parah, harus daftar pake apk ini tp ga bisa lemot total.",1,0,2026-08-04 05:56:22,Depok Single Window,Kota Depok
b418c357-045d-485a-bd7f-188e56000942,ribcka Imelda,mantap,5,0,2026-07-24 17:49:59,Depok Single Window,Kota Depok
e8be91fc-75f5-4878-acb7-80caa0df6365,Fajar Ardiansyah,"udah masukin semua data ke apkikasi bagian antar kelurahan,eh malah sistem nya silahkan coba lagi nnti,tolong perbaiki lagi",2,0,2026-07-21 01:55:39,Depok Single Window,Kota Depok
d4d7f787-cfc8-419a-ba02-ad69784bca46,Desi Desember09,apk burik. gak bisa di buka ngabisin kuota sama buang waktu!,1,0,2026-07-19 18:51:21,Depok Single Window,Kota Depok
14a48b7c-bb30-4157-8c5d-804481044fe7,Budi Manik,"Setelah memasukkan data/photo lalu tombol kirim aplikasi langsung ngerestart kembali ke beranda. Selanjutnya dicoba lagi, tdk respon sama sekali.",1,0,2026-07-17 03:22:39,Depok Single Window,Kota Depok
8e9c56f4-ebc3-4ce2-84c2-ffcaf37b339c,Adlislamet,sangat membantu terimakasih,5,0,2026-07-16 04:50:18,Depok Single Window,Kota Depok
c7d80112-9065-4c18-93fb-a7db6ded3dc1,ernawati gsm,"untuk SILONDO, untuk pengisian Nama/NIK/NomorAkte sebaiknya dibuat per baris saja. dibuat kolom sempit seperti itu sangat menyusahkan untuk mengecek inputan sudah sesuai atau belum. mohon untuk segera diperbaiki",1,0,2026-07-10 08:21:37,Depok Single Window,Kota Depok
d911b107-6791-468b-a3d5-6867f58d01eb,bendri gunawan,"agak heran sih sama apk ini setiap mau akses silondo bermula dari rumah selalu loading ending nya "" SEDANG DALAM PERBAIKAN "" tapi kalo datang ke kecamatan langsung bisa masuk ke silondo bermula",1,3,2026-07-09 12:48:41,Depok Single Window,Kota Depok
7a34f37f-3185-477d-801b-a1922de8ae3c,Sulis tio,"aplikasi ndak berfungsi, coba lagi terus. udah gitu gak di kasih info CS nya...",1,0,2026-07-08 06:16:50,Depok Single Window,Kota Depok
eb73dbb4-9227-425b-b182-dfb4b3c205fb,Hapid Alulahla,"kalau masih belajar bikin APK kalau belm sempurna jangan di paksa kenapa sihhh, loading nya lama sama ga bisa masukk,berulang2 tetap ga bisa2,anak baru lulus sekolah di suruh bikin APK jadi begini nih..",1,1,2026-06-27 23:56:04,Depok Single Window,Kota Depok
3c8b410d-b030-4499-87f2-14aa63415f15,Degi Kuro,"aplikasi ga guna,,udh di download pas di buka ga bisa.. padahal sinyal bagus.. baru di buka aja ga bisa apa lg siatem di dlm nya..",1,0,2026-06-22 04:50:36,Depok Single Window,Kota Depok
0df3457f-311b-4cb6-a5ea-10f26622ce10,muhammad kaidir,"ribet mau priksa kepuskesmas harus pake ini segala ,daerah bali jawa timur ,jawa tengah aja kagak ada pake apk kek ginian apalagi kadang ngebug mau cek antrian puskesmasnya hadehh",3,0,2026-06-20 05:33:33,Depok Single Window,Kota Depok
1f0d504b-b3bb-4dad-89df-d4626de60421,Heryanti,"kesalahan teknis pada Silondo bermula, saya melakukan update semua data dan dokumen sudah terupload tetapi tidak berhasil terkirim keterangan ada kesalahan teknis. silahkan coba beberapa saat lagi.",1,1,2026-06-19 04:15:50,Depok Single Window,Kota Depok
f0f0f2a9-3dcb-4961-a6a4-1266312889f6,CDX Pure Woke 'O,gak bisa semua fitunya ah. payah!,1,0,2026-06-11 03:29:31,Depok Single Window,Kota Depok
d8c8c52c-9f55-4cd6-ad82-f5e59dc28942,Mega Anggraini Putri,Mao daftar online klik buat bsk kecamatan ga keluar si gmna si solusinya jadi saya g bisa daftar online,2,0,2026-06-07 10:20:52,Depok Single Window,Kota Depok
5e1d92a7-d5f1-4fa8-90c8-321e7d2beba0,Senandikha,aplikasi ga jelas mau daftar online puskes gagal mulu udh 2 hari,2,0,2026-06-06 01:15:53,Depok Single Window,Kota Depok
6fc2fadd-0d40-4892-9d74-d9c8ac9b0e1d,Ari Zon,BUAT APA APLIKASI INI KALAU TIDAK BERFUNGSI. TIDAK MERESPON... LEBIH BAIK MANUAL,1,0,2026-05-26 04:07:22,Depok Single Window,Kota Depok
2c62319f-bb3e-4e55-ab6c-08321fa76d54,Hantu Laut,apk pea,1,0,2026-05-24 14:27:49,Depok Single Window,Kota Depok
e84b84b2-8640-471f-ac2a-13a166bc1044,syis jirjuas,"untuk UPTD Puskesma Depok Jaya kenapa ga bs daftar online ya?? pas mau klik di kolom poli ga keluar pilihan begitu jg dg wkt pendaftara,,, tp di Puskesma yg lain keluar pilihan,,, why?????",3,0,2026-05-22 17:20:05,Depok Single Window,Kota Depok
4134e823-981b-45df-b871-005cf2d00bf8,Salfa Azahra,susah buat daptar online puskesmas,4,0,2026-05-22 00:13:23,Depok Single Window,Kota Depok
57f666ee-b815-40fe-ac2d-fdd25a7c3373,Anggoro Budiono,aplikasi gak bisa masuk ke google dan juga icon menu nya pada gak ada di aplikasi nya,1,1,2026-05-19 10:29:30,Depok Single Window,Kota Depok
843ab5eb-2610-487b-92ee-5d5cc8e6c704,Zainal Alam,"aplikasi yang tidak termanage dengan baik ga bisa dipakai dan tidak akurat dalam sinkronisasi. hanha buang2 anggaran , ternyata depok belum berbenah",3,2,2026-05-11 05:46:58,Depok Single Window,Kota Depok
87b6593c-3299-4266-a5ed-270ea2d912b4,Sutadi,TOP,5,0,2026-05-03 23:56:55,Depok Single Window,Kota Depok
8e7c4e01-49bb-48fd-90e1-dc41f95a9879,Arfa Fuji,tiap mau login lama nya minta ampun sampe ketiduran nunggu nya masih aja loading padahal kuota aman jaringan bagus di pake apk lain lancar,1,0,2026-05-02 01:35:03,Depok Single Window,Kota Depok
3fbff9b2-60d5-4d15-80af-5ec193f9844c,Sapto Nugroho Nur,"sudah download giliran dibuka buffering terus,untuk pendaftaran akun pun ngga bisa-bisa...",3,2,2026-04-14 00:58:05,Depok Single Window,Kota Depok
bdd27a1e-c19a-4db6-9569-41b9fe900a45,Margo Margo,mau daftar online puskesmas,5,0,2026-04-06 23:06:19,Depok Single Window,Kota Depok
7b49ec78-23f8-467e-a491-e6a4e887ed96,Apiss Piss,Coba Pak Sopian suri kaji ulang penggunaan aplikasi ini untuk daftar online calon pasien yg mau ke puskesmas. kenapa jadi sebuah kewajiban?? pernah ada lansia datang yg gak punya hp harus ditolak karena belum daftar antrian online. sukur bapak penjaga mau daftarkan lansia tsb. jadi kemanusiaan dan para Nakes yg disumpah profesi kalah oleh aplikasi. diharapkan seluruh warga kota depok menjadi pengawasan terpadu agar membantu pak wali dalam mengkaji kebijakan yg memudahkan masyarakat.,2,0,2026-03-23 15:31:11,Depok Single Window,Kota Depok
66699c35-95d0-420b-a52a-6de7887b3b46,Abdull Aziss,"sulit untuk mendaftar kan akun kode otp ga masuk""padahal udh bener email-nya bahkan sampe 3 kali ganti akun email ga masuk""juga kode otp nya, tolong di perbaiki ya agar kami yang menggunakan nya merasa puas kalau kek gini sma ajh menyusahkan yang ingin berobat ke puskesmas atau ke rumah sakit, Terimakasih.",1,6,2026-03-17 22:09:29,Depok Single Window,Kota Depok
07339b20-190d-4bae-abdd-4c2293933837,Angga Riansyah,pas pendaftaran verifikasi otp k Gmail sya gak masuk dan mau daftar antrian onlien k puskesmas tidak bisa smuanya..dri hari ini sampai lusa tidak bisa....,1,0,2026-03-15 17:00:15,Depok Single Window,Kota Depok
1c4c2980-da19-471c-ba31-7c5ecf5304bc,Guntur Za,ga bisa unduh form F-1.06,4,0,2026-02-25 22:58:01,Depok Single Window,Kota Depok
c58f8d0f-a427-4a93-884b-d0f603e92824,Wulan Maryanti,"daftar peroses pembuatan akte g jdi jdi pdhal udh ngirim dari 2 minggu lalu, dan katanya di proses 3 hari kerja eh ini sampe udh 2 minggu g jdi jdi, katanya nanti diinfokan trus pdhal klo kita g follow up g akan diinfokan kurangny apa dan hrus nunggu berapa lama lgii",1,2,2026-02-18 02:55:10,Depok Single Window,Kota Depok
0af85659-8edf-4bfc-aa34-5c365dcd09d6,Novi hermansyah Herman,baik,5,0,2026-02-15 17:21:44,Depok Single Window,Kota Depok
d43aed93-cfcb-42a0-9984-58b44da41f64,Yulia anisa Fitri,"buat apa apk di ciptainnnnnn, tp gabisa DAFTAR BUAT KE PUSKESMAS, NYUSAHIN AJAAA SIHHHHHHHHHHH",1,1,2026-02-15 15:29:06,Depok Single Window,Kota Depok
7d7e7742-543b-4069-ba5a-01e5071d9d26,Ade Chintya,"pemdaftaran tdk bisa ... lemot ... padahal sinyal stabil ,sudah coba ajakan 3 akun kawan dgn data berbeda ,perlu di perbaiki sistem / pekerja nya ganti aja pemeliharaan gk beres",1,2,2026-02-12 07:21:48,Depok Single Window,Kota Depok
aab1dda4-bdf3-4b38-b052-fbf881695637,Ciprut Aja,mau daftar online buat lusa kok g bisa2...malahan yg muncul riwayat online 4th lalu g bisa dirubah,1,0,2026-02-06 13:21:28,Depok Single Window,Kota Depok
0da94663-3a80-4c63-b529-8dc2293af78b,Dark Style,kaga bisa di akses CCTV nya,2,0,2026-01-21 22:19:33,Depok Single Window,Kota Depok
8ed76bfc-f79f-4ed6-a6cd-1081dca39600,Paguyuban Trashmouth,Tolong untuk akses CCTV lebih diperhatikan lagi perbaikkannya. Jangan tiap hari lost data terus.,1,0,2026-01-21 05:02:19,Depok Single Window,Kota Depok
32ed8bec-d53d-4da1-a8c3-2f9511e19264,Muhammad rizky Rizky,CCTV rusak mulu gak bisa liat debit air ciliwung,1,0,2026-01-21 04:27:24,Depok Single Window,Kota Depok
8a871567-1ed2-4587-a401-bec3344fda3b,YUYU YIYI,cctv-nya susah diakses,1,0,2026-01-21 03:37:39,Depok Single Window,Kota Depok
3117fb8d-94ee-4003-82c0-fa585df6c24e,Halim Himawan,mati semua cctv nya,1,0,2026-01-16 11:30:58,Depok Single Window,Kota Depok
2293b1d3-942b-4e29-a582-85bacd625d5a,Musa Indra,good,5,0,2026-01-13 02:04:23,Depok Single Window,Kota Depok
31920e58-ba65-4d60-beb3-42e2750d93e7,Uchie Cahysdie,"CCTV tidak bisa dibuka min, tolong perbaiki...",4,0,2026-01-12 09:00:15,Depok Single Window,Kota Depok
82b867db-dc79-4e2c-ade7-e8b018778692,luthfy Daniel,Sangat mudah digunakan,5,0,2025-12-24 06:57:49,Depok Single Window,Kota Depok
cf78a07c-be05-4460-9d52-aaaf4acf6e9d,Acil Leri,"yang buat tolong benerin lagi aplikasi, masa otp ga masuk masuk",1,0,2025-12-23 06:22:03,Depok Single Window,Kota Depok
c4e7ba51-3db8-496a-913f-a23ba3bc7df9,Ubay 064,baru instal. ternyata bener sesuai kebanyakan ulasan. lemot banget ni aplikasi. langsung uninstal,5,0,2025-12-23 03:19:23,Depok Single Window,Kota Depok
e8ec933c-b565-45cc-8cf4-17ead11e3552,Bussan Tri20,optimalkan.,3,0,2025-12-22 01:07:19,Depok Single Window,Kota Depok
09f3d515-ac70-4bdb-be7e-517e3a51cd23,Putri Wijaya,"bikin KK online tapi harus ngeprint ke RT juga minta TTD sama aja ribet, dulu cuma Dateng ke RT RW terus ke kelurahan, kalo online tuh yaudah online aja",3,0,2025-12-21 13:18:59,Depok Single Window,Kota Depok
bf96b8d9-e0e9-41ae-af4e-72240ce4d52e,sayang hp22,gadapet kode otp,1,0,2025-12-18 13:01:24,Depok Single Window,Kota Depok
d5759cae-5705-42da-911e-c333f32b2729,Lev Jean Adilillah,Min segera perbaiki aplikasinya. saya daftar tidak bisa menerima kode otp sama sekali,5,4,2025-12-11 10:32:27,Depok Single Window,Kota Depok
6ff321af-f36b-4fc9-be8e-037968d6af33,Pras Tiyo,payah gak bisa di buka mau daftar aja lama bgt kerjanya!!!!!,1,0,2025-12-06 12:30:10,Depok Single Window,Kota Depok
fb1b866b-6622-4e6f-bd4d-c10a2ce32fd7,Siti Aminah,mosok udh registrasi loding nya lama bgt gk masuk² gimana sih nh kan harusnya punya negara glaksesnya harusnya gk loding lama dong. jd kan sulit yg mau daftar harus registrasi tapi loding bgt bangetnya bnr² lemot,2,4,2025-12-06 10:09:32,Depok Single Window,Kota Depok
ec486672-0c9b-42f1-a7f5-81912272037e,Nataya Puteri Alya,"gabisa daftar kode otp ga masuk² ke email, aneh bgt tolong dibenerin",1,5,2025-12-04 04:08:59,Depok Single Window,Kota Depok
b5880505-de1d-481a-84ff-420b32c713cc,TITIS ANNISA SARI,hanya karna mau ke dokter gigi aja harus online tapi aplikasinya jelek banget ish ga bisa bjsa daftar,1,2,2025-12-02 01:21:50,Depok Single Window,Kota Depok
4c0ae8d7-5e15-455f-80e9-58fff303f4c5,diyoon cahprabu,kenapa pas mau daftar tidak bisa,5,0,2025-11-24 03:38:41,Depok Single Window,Kota Depok
cd337152-2835-4b43-9dee-a8af4088f430,Nadya Firly,"aplikasi suka crash, paling sering pas buka apk nya cm putih aja mau daftar puskesmas gabisa bisa di akses",3,2,2025-11-15 05:25:25,Depok Single Window,Kota Depok
31bb0539-2546-486d-94f6-eaf905137b70,Heri Yuwono,mempermudah pelayanan walaupun kadang suka ngelek,5,0,2025-11-13 01:18:58,Depok Single Window,Kota Depok
ee994ca2-33f3-4d74-85bd-47537c0869d5,Neng Nada,lemot gak bisa dipake,1,0,2025-11-11 00:34:48,Depok Single Window,Kota Depok
979afb82-56ff-4c23-97af-754cadaa3a09,Priana Nana,"masih mentah ni apk, lemot kurang respon",3,0,2025-11-10 13:22:28,Depok Single Window,Kota Depok
05a5691c-944d-48d8-ab19-aad5531ce32e,Agdia Rahmansyah,"Tolong di perbaiki segera untuk akses pendaftaran ke puskesmas atau yang lainnya, sudah 3 hari ini tidak bisa di akses,klo emang niatnya mempermudah masyarakat depok, segera untuk maintenance/perbaikan secara berkala",1,9,2025-11-10 06:44:48,Depok Single Window,Kota Depok
2ae23b49-8d05-4008-9e4c-0c9a6a877d51,Rizky Al Fattah,kok cctv nya pada offline semua sih,2,0,2025-11-09 02:06:30,Depok Single Window,Kota Depok
5613b62c-021a-4812-9bc2-efa4a301e9f0,Dewe Syahril,bad bgt ... susah daftrnya ......aplikasi gak jelas,1,0,2025-11-08 23:58:58,Depok Single Window,Kota Depok
2a6af33b-af30-47d0-98fd-10a09342de0b,R A F A Z do it yourself,"kode otp tidak masuk², APK B U S U K",1,0,2025-10-31 23:49:54,Depok Single Window,Kota Depok
5dc00b5b-684d-40fa-a172-daac50ce5655,Baehaqi,susah untuk diakses,5,0,2025-10-27 00:04:21,Depok Single Window,Kota Depok
e799f9b4-78bc-4d8b-96f6-4086ec6ff2ba,Male Sari,min kok d HP aku gak bisa kebuka ya aplikasinya tolong d bantu dong min,3,1,2025-10-25 06:31:01,Depok Single Window,Kota Depok
ebcbc0bf-0c47-43b3-aec9-2a35ad9f1150,Yoedha 19,kode otp via email sampai nya berapa tahun min? tolong lah di perbaiki yg menjadi kendala untuk masyarakat mengakses aplikasi ini,1,0,2025-10-20 03:54:17,Depok Single Window,Kota Depok
cbe7a1f6-e0e2-4c38-b04b-ce7f4f7e422e,Dj izty Nathalia,"padahal tiap bln bayar 150rb ,tapi bjps gak jelas .bayar doank tapi ga bs di pake",1,0,2025-10-19 12:34:19,Depok Single Window,Kota Depok
6fdf6f20-009b-4702-bd27-c547aae95379,Topan Fseiei,mau daftar aja susah amat ngirim code otp gak ke kirim kirim,1,2,2025-10-14 01:01:03,Depok Single Window,Kota Depok
8e03ab97-6f28-4f79-b6f9-fcb884bf5381,Sri Kuwati,"Ramah, cepat dalam melayani masyarakat Good job",5,0,2025-10-09 13:33:54,Depok Single Window,Kota Depok
cdb18fca-2df3-455e-bdd3-93a0fe34f318,Mr.Sablats 378,Apakah aplikasi inj masih berfungsi ? ga bisa daftar !,2,0,2025-10-09 05:27:13,Depok Single Window,Kota Depok
04ba4bbc-4022-4726-b1f5-959cf0ea3019,NP13 CHANNEL,"ga guna cctv macet"" ga jalan""",1,0,2025-09-28 15:43:26,Depok Single Window,Kota Depok
6fb3b3e3-df34-4531-91e5-3ca5afe00585,Vita Oktaviana,banyak cctv yng tdk bisa di akses,1,0,2025-09-13 21:04:30,Depok Single Window,Kota Depok
657fc22f-deca-4305-a8a6-b819f9ebf442,Abdul Rohim,"gajelas minta kode otp email ga masuk masuk ,hapus aja mending",1,1,2025-09-10 11:08:02,Depok Single Window,Kota Depok
5c5235c1-d3b8-4618-a61b-dfdcfd059c16,Tangz,opsi Pembayaran kenapa gaada ya? gabisa milih,1,0,2025-08-19 11:57:32,Depok Single Window,Kota Depok
9b48dc43-f083-4f8f-8c33-36f0c46959c5,Aisyah Haw,aplikasi tidak berguna!! katanya bisa daftar lewat sini tapi pas sampai puskesmas malah gak bsa katanya krna tidak terlihat!!!! mending apus nih aplikasi mempersulit orang bgt!! tidak berguna..,1,4,2025-08-12 00:21:15,Depok Single Window,Kota Depok
f50534b8-a280-41aa-9766-a3b9806a3c65,RellY Sanjaya,sitem digital yg cacat. ngasih no call center sama no wa dukcapil gaada yg aktif..,1,0,2025-08-04 06:39:48,Depok Single Window,Kota Depok
01730875-0291-40e2-83e6-b706e49208e4,Test 1,"depok bobrok. sering eror, sering perbaikan, sering gak bisa di buka silondo nya.",1,0,2025-07-30 05:43:23,Depok Single Window,Kota Depok
72c081a6-139a-4f47-b23f-c138e5ac6320,Maryetha.,gabisa liat cctv nya selalu bug,1,0,2025-07-16 00:41:36,Depok Single Window,Kota Depok
98e9a80c-945c-4480-9431-2f29d2694765,Aditya R,mau lapor lampu jalanan idup jam 2 malem aja susah bener,1,0,2025-07-10 11:36:29,Depok Single Window,Kota Depok
5b8a5f3e-da17-46f2-b2e8-298fbe04b944,Toro Toro,kenapa ya aplikasinya hilang dari hp ku,4,0,2025-07-09 05:28:17,Depok Single Window,Kota Depok
4dbe55f1-8834-4f8a-af91-30c7a840d6e4,Archi Ismail,POLI GIGI SELALU KUOTA PENUH...PADAHAL DAFTAR DARI HARI SEBELUM NYA....APLIKASI SAMPAH....GA GUNA CUMA BUANG DUIT NEGARA DOANG,1,0,2025-06-30 01:33:59,Depok Single Window,Kota Depok
229fd224-13bf-4190-904f-a17e748e32f8,Febby Agatha,aplikasi gila nge klik apapun gabisa,1,0,2025-06-15 22:25:09,Depok Single Window,Kota Depok
6142f6ec-a160-4557-bcea-a029699a211a,Yunian Edwi Risnawaputra,"Min, adain fitur kyk JAKI dong yang bisa ngirim laporan langsung ke pihak berwenang. Makasiii",3,0,2025-06-15 07:39:44,Depok Single Window,Kota Depok
73de5d36-d230-4c50-be2c-5cca5fe95e0c,Emijar Asrianti,aplikasi sangat membantu masyarakat,5,0,2025-06-12 06:49:12,Depok Single Window,Kota Depok
