reviewId,userName,Review Teks,rating,thumbsUpCount,date
0f045037-5a31-4d44-b7ef-4914ae16945a,Sulaiman bae,apk nya masih belum lengkap...,3,0,2026-05-16 06:19:40
6dd8d0b8-90ea-437f-ac2d-d8210aae9fd8,Ahmad Fauzi,ada satu fitur yang gak bisa di buka ketenaga kerja yang tidak bisa di buka kecewa saya,3,3,2026-05-15 23:20:59
09bfecd5-5f8c-408a-98b5-6b88e3b33afe,Sanusi Ibnu Rosyad,belum ada pengalaman,5,0,2026-05-05 08:19:52
ee715cd9-f7a2-4e37-894c-f87b8f3b348b,Didi Juliadi,"buruk, sering gagal padahal koneksi internet lancar.",1,0,2026-05-04 03:34:37
506b5e58-7630-46cb-90a0-e0f4c82f8091,Ripal Egi,ini gimana tidak bisa terhubung mulu,2,0,2026-05-01 03:58:39
de66b294-f6ce-4f1c-8dca-0c241e9350cb,Sony,sangat membantu,4,0,2026-04-29 09:49:17
b969ec35-6072-472d-95ee-0b1799f30efb,Sugi Anto,susah di akses mau daftar saja gak bisa malah loading miter miter melulu,1,3,2026-04-27 03:28:17
ef30069e-7443-4e1b-87d6-65616a70af2c,Saiful Mailuddin,BarokAllah,5,0,2026-04-22 00:33:21
9112c523-f292-438d-b6c6-67396c5b7d1f,kiki ade wardani,aplikasi sampah,1,0,2026-04-17 06:07:19
6326053b-4a33-49b6-974b-6bf53397b79e,Sri Wijayanti,"Min tolong bantuannya web dnaker digi ada bug saya kan lupa user sama password,pas mau di reset sandinya gabisa🙏🏻 mohon dibaca min soalnya saya buat perpanjangan kartu AK1.",1,2,2026-04-10 18:41:46
b4b40137-78d7-4bae-9759-614d99526dd9,Achmad Alwi Sugara,"banyak bug, tidak pernah memperbaiki ya",1,1,2026-04-02 03:49:44
577a0e33-43fc-4e9e-a8b6-ddffc2954500,Muhamad Fitriyana,"buka aplikasi nya geh min, trs buka menu investasi, nanti pasti yg muncul situs judi online.",1,5,2026-03-19 07:27:52
892577ea-37ad-4043-b831-a15bc5d6aede,Ncup Supyadi,"apk apa ini sistem eror berhari"" ga dibenerin",1,0,2026-03-18 23:55:38
73f6e5dd-b911-48fc-86b2-117757b068ba,Opik,"ngga bisa cek kk, ktp, apalagi update. belum berguna berarti. ganti aja developernya kalau ngga bisa",3,2,2026-03-08 10:17:35
1869fac1-25be-4709-9926-5a27b94a376f,Dedi Kurniawan,"Aplikasi ini harusnya bisa buat Akta, KK, KTP dan lainnya secara online yang memudahkan masyarakat dalam pengurusan administrasi supaya gak ribet. Bukan hanya berita yg itu-itu saja.",1,1,2026-03-07 12:45:29
5ff67e75-16e6-43e8-b6e6-6a3b7dabe10f,Elvi Dewita,semoga dengan aplikasi ini bisa membantu saya dalam mengurus dokumen saudara saya dan family saya yang berada di kabupaten tangerang,5,0,2026-03-06 19:20:07
02acd8a4-fa9e-479e-924d-95addcc493da,Allea's Corner,"sebenernya aplikasi ini buat apa sih, kota Tangerang aja udh bisa serba online ini cuman berita berita doang isinya",2,0,2026-03-03 23:14:11
75622ea7-cc8b-4e86-a93b-2426d1c00ff8,Denz Andriyadh,good,5,0,2026-03-02 03:28:30
d1354756-a95e-4a6c-a621-0ec402a670e3,yunita dwi astuti,"verifikasi datanya lama ya, saya mau buat KIA untuk anak secara online. overall oke dan informatif. Terimakasih",4,0,2026-02-27 06:59:42
c96b889c-6f8a-4c60-b569-3cb117717987,Hendrik 221,verifikasi nya lama bangetttt dari pagi sampai skrg gada ACC,2,0,2026-02-25 10:43:28
0d800575-2fd9-4b86-bcd0-995622b3cf2c,Bahrur rosyad,mantapppp,5,0,2026-02-23 20:50:13
2f00055e-3c58-4a95-ac6f-22a5e50724a0,Niko Nindi (Ceng Niko),semoga membantu,5,0,2026-02-18 16:27:53
58f1666e-ec12-4d45-962e-e79d6fbb162a,didi suhandi,"informasi nya sangat bermanfaat dan akurat serta membimbing untuk dipahami oleh pembaca, sehingga memudahkan dalam mengikuti aturannya Terimakasih. aplikasi ini sangat membantu saya.",5,2,2026-02-11 03:37:25
2c526198-8fe9-453e-aa52-118dba943f99,Evi yana,tolong diperbaiki untuk sinkronasi sangat sulit,3,0,2026-02-05 03:06:36
2918c5b4-c0d5-4c5c-85a2-18ef3dc8a153,irvan hidayat,aplikasi sangat berguna untuk masyarakat kabupaten tangerang,5,0,2026-02-03 09:19:44
65cb5f05-0a51-4f43-8887-868b6c4d9dd6,usna wibowo,matap,5,0,2026-01-28 16:58:57
d7282e1b-11bc-40e4-90e6-aa3de3a9f982,Senin bin Kamis,PROSES VERIFIKASI SANGAT LAMA,1,0,2026-01-24 02:46:02
0e43bad0-6bdd-451a-a32e-712a318eee91,Maman Mulyana,sangat bagus bagi saya,5,0,2026-01-13 16:19:57
0590c43c-cacd-48ed-bbca-ef93e04da430,Abank Jagur,"Masih banyak fitur yang belum bisa digunakan. fitur tumpang tindih. ebphtb masih sulit digunakan via hape, mungkin karena fiturnya masih belum sesuai untuk hape.",2,0,2026-01-08 03:20:17
39509dd1-d38d-4fb9-899d-7cfd5312f509,Tony firdaus,aplikasi eror mohon segera di perbaiki,1,0,2026-01-06 13:08:20
e4b4bc61-eead-4eb7-9554-51040cb43487,mpek mpek,proses lama kabupaten payah,1,0,2026-01-06 10:28:56
74c91e58-d8b4-4de1-9cc4-0453a088f0df,Papi Meysha,SUSAH LOGIN...aplikasi seperti tak berjalan,1,1,2026-01-03 01:43:46
838d7655-9cac-487c-b9ba-575d4ff31c08,Throwble Makers,aplikasi ini ada bug atau apa ya? saat mau ambil antrean perpanjang pajak kendaraan di gerai ciputra mall selalu jaringan terputus? mohon segera diperbaiki.,2,0,2026-01-03 01:15:20
c44bc9c4-e236-40c7-9088-98ba5ba1e554,giota “dzaky” baggio,sangat membantu,5,0,2025-12-29 07:39:23
4a6052ef-feeb-48dd-958e-616bde4e211e,Cici Nata,"aplikasi susah bgt dibuka, loding lama bgt bikin laporan g bisa dibuka aj. coba pemerintahan kab Tanggerang knp jelek bgt begini pelayanan onlin nya",1,0,2025-12-29 07:31:56
66365740-9d4d-47f8-a6aa-13899c500bfd,Narmi Tami97,"semoga segera diperbaiki segala kekurangannya. katanya utk memudahkan masyarakat, dalam 1 aplikasi udh lengkap ternyata zonxxxxx. Ampe nunggu verifikasi segala ternyata sama aja belum berguna. tolong lah . liat kabupaten lain mah udh pada canggih ini Tangerang gemilang loh. hadeeh. 🥲🥲🥲",2,3,2025-12-29 03:53:03
4338aa62-40ed-468c-9098-6822037b93ad,Amenk Comenk,mantap mempermudah masyarakat untuk mengakses informasi terutama mengenai pelayanan publik,5,0,2025-12-24 18:34:00
140f99ef-9596-4177-b114-4204e4fa3786,Sukandi jampangan,cukup membantu,5,0,2025-12-21 10:46:34
0658eac4-7fae-40d9-84bf-ec1002955194,Aqua Rium,"ok, mudah digunakan.",5,0,2025-12-19 11:35:25
0bfab8f9-fdce-453b-bdbb-b93ea9d92023,Teras_ Koesam,yah gini lah,1,0,2025-12-17 12:10:33
bce98631-3944-4825-805a-7a0ac66fa156,Muhamad Basrudin,"Setelah sekian lama nunggu akhirnya terverifikasi,Mudah-mudahan membawa manfaat untuk masyarakat kab. tangerang. Kalo bisa ada fitur Pelayanan Kartu Keluarga dan akte kelahiran secara online, bisa lebih mantap lagi seperti kota tangerang",4,1,2025-12-10 14:14:05
d4af93d4-fff5-4e3e-8fbd-ef1137d2e28a,Siti Ai Jamilah,"lama banget verifikasi akun, mau dipake buru² suruh nunggu",3,0,2025-11-28 08:21:48
65b149e0-5e2a-4552-80ab-d54ca0e60eb1,Debby Melinda,gimana sih aplikasi gabisa bikin KK KTP online,1,0,2025-11-26 07:52:31
5888238f-f66b-4309-9af2-4303c2277a6b,Nandangblu,membantu,5,0,2025-11-26 03:54:04
dee1aa42-3d9d-4bb8-8e9c-d69127c47e9c,Iim Iban,susah loading nya mau cek.bansos loading mulu...,1,0,2025-11-25 06:44:13
69730394-0c22-416b-baff-fb078c8d3660,Hendy Sulayman,bintang 4 az dulu blm tau yg laiya mgkin nti bintang 5,4,0,2025-11-09 13:00:50
c721262d-451c-4be0-9ad4-8b90331e53be,Siti Aminah,ok,5,0,2025-11-07 22:09:07
c2d269f3-775c-4d6d-9722-6073c806321f,Riski,"Cara daftar penerima bantuan juga gak bisa,jadi percuma daftar ini 🥲",1,1,2025-11-05 12:43:56
69f82a28-c3e6-41fb-a39c-6e0ffdfa303e,Ahmad fahrizal Hamdi,g brguna bgt smpah,1,0,2025-11-04 04:27:06
d8ad11fc-0848-44d1-978d-205989bd7392,Angger Mursy,"praktis, efesien dan ok",5,0,2025-11-01 03:18:37
2a742334-cdf9-41e1-aa95-113c80bfe5a9,Hery Kustjahyono.R,infonya bagus sangat membantu,5,0,2025-10-31 13:49:57
55163374-362a-444e-bf13-386433522411,Hamba Allah,"Ini untuk Fitur cek BANSOS nya tolong diperbaiki min,soalnya loading terus ga bisa dibuka2,, Tolong dibuka min karena sangat bermanfaat untuk keterbukaan informasi di masyarakat",2,0,2025-10-27 21:49:07
bd7454ba-e283-4170-a260-729393be117e,Andri Arsali,pelayanan baik,4,0,2025-10-27 05:23:26
bd7b191c-f4b6-44b5-aaa5-708346f34bf3,Riska Amelia,"mau verifikasi aja lamaa banget, kurang gercep",1,0,2025-10-24 12:53:59
fd52baf7-10db-4136-8479-4202aea3f35c,wahyu infinix,ferivikasi nya lama..pengajuan AK1 juga lama,1,0,2025-10-24 07:04:37
446cb26f-f7be-4c64-a31f-2dbb4f96beac,Wahyu Wibisana,Tolong di buka lagi untuk informasi bantuan sosial karena dengan cara ini sangat mudah untuk mengecek apakah seseorang mempunyai bantuan sosial atau tidak. Terimakasih,5,2,2025-10-22 17:28:50
e35c2c0e-7638-47a8-8c21-4d748d87d814,ABDUL KOSIM,smoga kb. tangerang makin maju dan gemilang,5,0,2025-10-16 23:52:09
b3d99a1b-4f51-4f8c-aa58-36c87a05c422,Suwarti,tunggu di verifikasi lamaaaa banget padahal mo urgent,1,0,2025-10-08 05:52:47
f1fd382b-baab-46fa-b754-05b5c74f872f,Hendi Permana,sangat membantu,5,0,2025-10-02 03:45:54
73d24c1b-ec1f-437e-a90d-6256c3a8da7c,nurhayani,pelayanan y cepat,5,0,2025-10-01 23:14:00
1be7fef9-dc5c-4d63-8a8e-0aa4fc8b29e0,Shun Ho,best,5,0,2025-10-01 09:45:57
ea89470e-6c6e-4c3a-a115-0e9b9c6ed303,heri suheri,tidak sesusi dengan saat prluncuran. tidak ada guna aplikasinya,1,1,2025-10-01 05:33:56
7f61c494-e34e-411e-9a33-b682789b48e5,Romy Rahim,aplikasi apaan kirain bisa buat akte/KK secara online tau nya begini doang mending kaga usah di bikin kalo kaga ada fungsinya mah,1,0,2025-10-01 03:33:36
a6c03020-d205-4155-8a11-73506a4b68e8,Rizky Bandoro,semoga bermanfaat untuk masyarakat kabupaten Tangerang,5,0,2025-09-22 03:04:55
9b0956f8-d098-4ec7-9dce-01330f029237,MEDIA MUSLIM (Indonesia),aplikasi berbasis online tidak berfungsi semua masih harus ngantri alias manual,1,0,2025-09-14 09:09:45
4301169a-6e7e-4b82-afab-01fcde3c9014,Saripudin,aplikasi gak jelas....,1,0,2025-09-08 09:31:52
8fb3cb97-62fe-4dce-ba00-8624981a20e0,abdul wahdi,pengalaman yang lebih maju dengan tangerang gemilang sukses selalu untuk kedepannya,5,0,2025-09-08 07:26:16
da0ecadb-1128-4a4a-9d90-8a7ed6e10453,Ninda Septiani,bagus memudahkan rakyat dalam segala hal,5,0,2025-09-08 01:50:14
17cfa856-0bc3-4e4e-995a-ff825ea470b5,Nawawi Doan9,"aplikasinya keren, mudah dan familiar.",5,0,2025-08-28 07:30:07
fa3f75a5-510f-4da1-9874-952960948874,Baidah Lara,"gak ada pelayanan kependudukannya.... khususnya pindah keluar dan masuk. percuma download aplikasinya. kalah sama kota2 kecil yg udh canggih, applikasinya berjalan sesuai kebutuhan, dipermudah masyarakatnya secara online. ini kota besar tapi pelayanannya masih offline.",1,9,2025-08-24 06:24:18
aaabeb38-d7e7-49a1-91c0-cf2f0bded162,Deden PLN Terbaik,"mohon proses verifikasi tidak menggunakan swafoto dengan ktp krn tidak ada yg bisa memastikan keamanan data saat kita berikan melalui aplikasi ini, baiknya dicarikan opsi lain atau bisa juga lgs ke tkp. tks",4,2,2025-08-23 08:16:43
7f3af6dc-3066-411c-9001-5112a0b7645c,mulya sugiharto,pasti ok gemilang,5,0,2025-08-22 04:57:58
bc3d4153-688f-402d-b344-dceb50225e7f,Saptaning Jo,mantap,5,0,2025-08-19 09:35:34
5b8214de-5d11-4994-a947-6472fbbbd169,ESSE CHANNEL,"download biar ga ribet mondar mandir ke kecamatan, kecewa pelayanan kecamatan Rajeg, jam 08.00 datang di suruh pulang karena tidak dapat no antrian, sudah gitu di atur setiap desa 1 minggu sekali, kaya saya masuk desa sukatani hanya di layani hari senin, bobrok kecamatan rajeg",1,0,2025-08-18 20:20:33
8c197fb2-c819-4ceb-bb2a-1180bc1e5885,JT SAM,"antrian teratur, mudah, pelayanan ramah. Semoga kedepannya fasilitas bisa lebih baik lagi mengingat kebutuhan dan standar pelayanan sudah cukup mumpuni :)",5,1,2025-08-17 04:13:33
90cca320-b67b-405d-978c-a4c2cbc1ea53,Idham Holid,aplikasi ini sangat membantu,5,0,2025-08-09 16:51:57
03746cbe-2906-4128-9802-50edc5013712,Zen Kawol,ok,5,0,2025-08-05 14:39:58
9b7a85e1-5cc7-41d6-8ce6-cbcfda933651,Ari For Gothic,membantu untuk individu yg ingin mengenal lebih jauh tentang daerah kabupaten,5,0,2025-07-29 13:57:31
f3d377aa-9d2a-424e-89d0-4482e2af5460,Bal Ikbal,"coba dong di buat E-SPPT seperti Kota Tangerang, jadi kami warga bisa lebih mudah untuk pencetakan E-SPPT Mandiri",2,0,2025-07-23 09:26:46
89db8d27-2ee1-4f32-b89b-1434e407d14e,Yumna Kholis,harusnya bisa membuat dokumen secara online...percuma ada aplikasi juga kl ujung2 nya harus ke Capil,1,0,2025-07-21 05:30:14
2290eb92-1d46-4ecf-bc98-0dc2cb26f5e7,Yusuf Faturahaman,sangat membantu informasi publik.,5,0,2025-07-21 04:24:46
31b6dc68-9d00-409d-943f-924b7c422f1a,Fahmi Dharmawan,kaga ada gunanya appnya,1,0,2025-07-19 04:51:17
8c9404a7-e416-4613-9bbc-55a20517e592,Al Ghifari,aplikasi bikin susah orang doang,1,0,2025-07-18 03:35:43
aa469129-dc4b-40d3-b4da-fec160cbad82,Ahmadhusen Sidik,bagus kembangkan lagi,5,0,2025-07-17 15:49:12
78f6b7eb-186c-4d32-8c17-09d8e5e7b628,Azmay Asyifa,"gak berguna aplikasi, gak bisa mengurus data2 secara online, tidak kayak aplikasi di kota2 lain..",1,1,2025-07-13 13:39:25
a306f283-5c49-4399-bc5b-5d54ad25bf6a,saepul Hoir,mantap BS ngecek pajak kendaraan,5,0,2025-07-12 07:18:27
0f46bdcf-8dd0-43f2-b209-665942e1cb0b,Kang Juan Tea,"semoga ada nya aplikasi pelayanan publik ini di kabupaten tangerang, masyarakat dan para pekerja ASN saling support dan membantu Tangerang menjadi semakin Gemilang dan anti pungli di kabupaten tangerang khusus nya.",5,0,2025-07-11 07:22:13
ff9edf5c-144f-4c92-ad69-0ec3d6b0f810,Ds. Nbn,informasi yg baik utk warga Tangerang,5,0,2025-07-10 10:03:10
86a2d3d8-44e2-4384-9d29-94d98da0da09,Yuliani Nursakinah,"Dalam pembuatan kartu kuning sangat sulit, verifikasi akunnya lebih dari 3 minggu, & ketika membuka layanan ketenagakerjaan halaman tidak bisa diakses , mohon dengan sangat hormat kepada bapak/ibu/tim pembuat aplikasi ini harap segera diperbaiki sistemnya supaya bisa memudahkan masyarakat🙏 sebagaimana hadis Rasulullah: ""...Dan barangsiapa yang memberikan kemudahan (membantu) kepada orang yang kesusahan, niscaya Allah akan membantu memudahkan urusannya di dunia dan akhirat""(HR.Muslim)",1,0,2025-07-08 14:51:07
8ad1812d-de88-414c-9f02-da6731bb2f12,Siti Nurasiyah,tambah lagi dong menunya adakan bikin akte kelahiran agar mudah,3,0,2025-07-07 12:07:01
0ac7ceda-8a61-4dae-ba4b-33d070e85af6,Rey Kenzho,sangat membantu sekali. terima kasih,5,0,2025-07-04 03:25:49
e578c58d-bdc6-4170-b7a6-20c691f39636,Pawit Hermawan,cepat tepat akurat,5,0,2025-07-01 04:48:45
478c738f-74d8-4918-83fa-ecfad0c0670a,Melisa Septiana,lamaa baget nunggu verifikasi ya allah😩sampe kapan bisa selesai di verifikasi tolong dong di urus sistemnya!,1,0,2025-06-30 12:48:41
c719159f-6b45-421e-bf90-add71c03cc25,Cahyati Cahya,"verifikasi nya sangat lama sudah 1 minggu masih harus menunggu , alhasil gk bisa digunakan",1,2,2025-06-29 02:48:27
367c3f10-514f-4f0e-81b8-a5d14ec22b40,Delta M Cahyadi,Mantap,5,0,2025-06-27 22:43:09
0ede64ed-2865-4aec-a71b-2eee3fc975d7,Agus Eko Anusi,"nunggu verifikasi, saya sampai bosen nunggunya nggak di verifikasi verifikasi",1,0,2025-06-25 06:02:31
006ff17e-28bf-4d16-8e4b-e37ffa5e1b00,Ibnu Sunan,aplikasi yang sangat bagus untuk membantu masyarakat kab tangerang,5,0,2025-06-25 01:04:20
8ab4ddb6-9ca1-4682-8903-aa55e7eb9b83,Asep Pirdaus,mantap bagus sekali,5,0,2025-06-24 05:55:00
c3a22f6c-42a8-4d76-9d36-f3c542922534,Yudi Darmawan,sangat membantu sekali...semoga lebih canggih lagi kedepannya mantap kabupaten Tangerang,5,0,2025-06-22 10:59:39
d7792633-5128-401f-a317-670f18486d2b,Endang Prayoga,saya mau daftarin email-nya ko gak bisa2 yaa,4,0,2025-06-20 04:58:32
0392ebba-57df-47d2-8095-118ca002b63c,Lulu Boy,bagus dan ok,5,0,2025-06-18 19:57:00
ee2548d8-5c47-48a0-9b24-6b863c00d867,MIFTAKHUL HUDA,akun belum diverifikasi hampir 1 bulan,1,0,2025-06-18 04:02:56
8d2d81ab-6788-4073-ab69-ac77e4dfc696,Herry Setiawan,"rasanya sangat disayangkan, ada aplikasi pemerintah tapi tidak bisa digunakan untuk keperluan data diri masyarakat, harusnya aplikasi bisa dibuat seperti tangerang live, bisa untuk pembuatan ktp kk akte online, biar masyarakat lebih mudah akses nya tanpa antri ke lokasi",1,16,2025-06-17 11:00:44
2433da7d-0fc8-49c2-aabd-c5ba5bcbc1c1,Abdulrohmat Rohmat,bagus,4,0,2025-06-17 07:32:02
7362b145-7c9e-4278-9e2c-662e4f6ea564,Andryzt Viruzt,Banyak aplikasi untuk pelayanan publik jika pelayanan melalui aplikasi lambat ya ngapain bikin aplikasi,1,0,2025-06-13 08:38:28
fe84c232-8cef-47a9-a8e2-7e9ab98d2402,rony duank,"kalau cuman buat cek PBB tidak usah pakai apk ini, juga bisa cek dan bisa bayar pajak. ini mau ngurus akta kelahiran saja ribetnya mantap banget. dari pertama ngurus indah domisili , bikin KK cetak KTP , bikin akta anak banyak bener dramanya. mau cetak KTP suruh download aplikasi IKD, udah punya IKD pengajuan online biin akta kelahiran anak tidak bisa. pengjuan stuk dipengajuan saja. tp kalau pembuatan pakai duit cepet yaaaaa. inikan layanan masyarakat gratis. gratis itu rumit, cepat itu duit.",1,1,2025-06-10 15:44:42
d676b08e-ab34-4d53-ae02-a3036c94da02,Pitat Haeng,proses blverfikasi lamaaaaaa......!!¡kerja kalian apa.saja,1,0,2025-06-10 13:15:49
1a691c17-66b7-424f-b79d-75b851d1ce00,Aldi Yoga Firmansyah,"aplikasi sampah masih perlu di benerin lgi operasi sistem nya tiap buka menu yg lain selalu lag dan kadang layar hitam padahal hp keluaran terbaru 2024 ,emng dasarnya jelek ni aplikasi OS Nya",1,2,2025-06-09 13:05:32
33ed036e-cff2-4742-ab1f-6e8af98ca4ec,Albwee,"aplikasi error ngambil antrean, gimana ini? udh 2 device ttp zonk",1,0,2025-06-09 00:58:29
d48ec9f8-4a4e-46ca-895a-463fe149c506,Aang Gunawan,blom verifikasi,4,0,2025-06-06 09:08:49
c8e4ccb2-776c-4578-881f-f19886e66a3a,Muhamad Ali Hasan,ok,5,0,2025-06-03 12:04:04
ff46a4d6-d072-4b0d-8889-75a2eb02785c,Ryandi Bila,"ambil antrian dari 6 Hari yg lalu dapat jam 07:00 pas nyampe Lokasi Mall Ciputra,Bukanya Mall Ciputra jam 10:00 gimana ceritanya ini yg katanya pelayanan Publik ???",1,1,2025-05-27 00:29:48
def58458-7828-426f-b6b5-5de6abd30071,Siti Soleha,"pembuatan KIA secara online aja gk ada,, tolong ka di permudah lagi untuk masyarakatnya biar daftar ini itu gk ke harus ke kantornya",2,0,2025-05-23 16:03:27
35528077-ae71-451c-b520-187193cea1a3,Hadis Bakti,bru daftar mudah2an bermanfaat,5,0,2025-05-22 08:40:19
43cff904-e8e9-4715-90e0-dd5362ff644b,Tito Shita,"Mall buka jam 10.00, jam operasional kantor hanya sampai jam 14.00 dipotong rehat 1 jam, efektif hanya 3 jam saja.",3,0,2025-05-21 09:07:16
18653ab5-059c-4dc0-a83d-59fb62a377ca,Martinirofikun Martinirofikun,"baru mau saya gunakan,semoga Bisa membatu",3,0,2025-05-18 02:27:35
d40462fc-541e-4c49-85c8-dc2d6e8f0f8e,jamil 457,gak ada gunanya,1,0,2025-05-15 11:28:44
8ff9bb05-f58b-4020-8d5a-034510526ff2,Muhidin Via,lverifikasinya lambat saya udah tiga hari belum juga di verifikasi gimana sih apa saya gak penting kali rakyat biasa orang miskin di anggap sampah,1,0,2025-05-15 00:20:21
ff2a58ff-979d-4191-9e76-818b4f9decb2,ronny,Dengan adanya layanan online memudah kan masyarakat tanpa harus datang kekantor,5,0,2025-05-14 03:15:29
d024c34d-1f23-4f76-a9fd-51272122440c,Reni Sriundari,sangat membantu Masyarakat,5,0,2025-05-13 11:24:53
8739356d-5b6c-4ac8-90e7-13b12d64e321,AF AP,"Buruk, loading lama saat masuk apk",1,0,2025-05-13 05:11:23
33a1c70c-88f4-4f97-901c-edbdbc54857e,Janaka Jaka,saya suka dengan aplikasi ini bisa bantu masyarakat..,5,0,2025-05-09 07:02:31
d335496b-cc28-49f8-a54f-ca0e65236f94,darsono kun,"jaman udh canggih teknologi,4g , ASN d bayar rakyat melalui APBN d kumpulkan dri pajak rakyat , nunggu verifikasi aj seminggu Lbh blm ad konfirmasi gaji buta kah?",1,0,2025-05-07 14:24:21
51ffd3bb-c2c9-4d12-bba9-636ca05f4593,Dar ma,sangat membantu bagi masyarakat,5,0,2025-05-06 04:05:46
3316e5d2-d0d5-435e-a793-99f6e299485a,try moel,iya bener kata orang apk tidak berguna,1,0,2025-05-05 10:50:41
2ff1cae3-4f39-4128-9ebd-3524ddf39a0b,Muhamad Fikri,membutuhkan waktu yang lama untuk verifikasi,1,0,2025-05-05 08:57:56
ce99f14a-ab96-4992-aac8-1a8e2887ad9a,Rifki Martin,aplikasinya sangat tidak jelas,1,0,2025-05-01 10:39:29
f4f2b7c6-d5a3-4727-b2c9-77c3a016ccef,ORANG PRIBUMI,"aplikasi unfaedah, tangerang oh tangerang. gak aplikasinya gak pelayanan publik nya...sama aja bobrok nya",1,0,2025-05-01 09:53:27
05a41433-b18d-4c3f-a033-c1a64bd5cd0f,Ali Ali,"Kurang memuaskan kenapa cek PBB malah gak bisa sekarang, Tidak puas pokoknya 👎",1,2,2025-04-30 06:31:16
f34c13ef-20e4-4ebb-adc9-9165b015cad3,Juniarto,aplikasi yg penting untuk di download.,5,0,2025-04-29 03:47:24
842fbdae-d50a-4ca6-af77-c82ea5757d88,Sari Yanto,ok,5,0,2025-04-28 11:05:36
