reviewId,userName,Review Teks,rating,thumbsUpCount,date
3f7ddc7f-7f97-4af3-adde-3617028b11c4,Lone Wolf,"aplikasinya ga guna, buat book antrian atau kirim pengaduan log out otomatis terus, pas mau nyoba offline malah di suruh online perbaiki lagi lah, niatnya mau mempermudah malah mempersulit",1,9,2025-12-04 03:59:35
c75846dc-655b-429e-baa4-3bb85ece977c,Bastino Defauzi,gak guna mo ubah data ktp musti online dulu tapi app nya gak bermutu bug mulu isi nya web nya juga sama biang buang buged aja,1,5,2025-11-28 04:12:53
00cfa36a-6c4b-4ca0-8a6e-913700a39a58,Novi Dwi,tidak bisa upload foto selfie padahal sudah diizinkan semuanya,2,18,2025-11-07 10:55:45
50885cf4-e775-457e-9e82-a85871423836,ulal isyrofin19,gagal terus saat ingin melakukan foto. padahal sudah di perbaiki dipengaturan,1,4,2025-11-03 03:59:01
a9ff62cc-0a9a-40b2-bbf9-56d1d7b46bf8,Zeyd Akmal,tolong di perbaiki saat ingin melakukan captcha untuk cek pajak kendaraan waktu mau verifikasi ketutup tulisan yang warna hijau itu mengganggu sekali tolong di hilangkan jangan menghalangi tulisan verifikasi,1,5,2025-10-31 16:58:30
6f5832ad-0863-4584-9638-8ca1ab1ac378,Andri Hansah,masih bagus aplikasi eopen yg lama kita bisa aply daftar klo ini gak bisa daftar buat pa aplikasinya buat liat jawal doang perbaiki lagi aplikasinya,1,4,2025-09-24 12:05:23
e3ab92e2-c10d-4af8-9c1f-291ab55d7401,akbar rio,tolong banget dongs admin yg jelas buat bikin e-open email saya dh terdaftar tapi tidak bisa di gunakan caranya bagaimana tolong banget karena ktp saya hilang,3,3,2025-08-25 09:29:28
eb447772-c87e-4e30-a5c0-21ed459e8590,Budi setiyawan,bisa Nga buat ngajuin surat pindah,5,3,2025-08-01 01:35:51
c8860f49-2ae6-42eb-9b3a-448753dd794b,Taufik Achmad,terus ini gimana cara daftar ke e open? apa cuma login doang dan lihat jadwal??,2,4,2025-07-17 23:35:36
5b29077a-ce31-4d66-9947-5cb2fc8069a4,newakunml112,wih bagus nih mantap,5,0,2025-07-16 07:20:00
6bc330ba-8e89-4f11-8301-948289916d2b,Guntur Maulana,mantap,5,0,2025-06-05 02:44:46
ec3918fd-5c7b-4044-8dbe-c4b7b67f9bed,Ilham Ham,aplikasinya di benerin lagi,1,3,2025-05-28 02:46:30
3287decf-564f-4708-835a-5744ba6d03da,Devira Santika,"tetep aja kaga ngarti cara daftar ke eopennnya, asal dah nambahin data malah valid disuruh login lagii😫😫",4,7,2025-05-14 16:14:02
e03ab50f-e441-47ad-ad98-5818338307c9,Tyoffadhil Haidar Ismail 34,Bagusssss,5,0,2025-04-29 04:34:58
fe9ed607-7f3e-448b-8903-61dd1dc3b219,just ditto,aplikasi yang berguna.. 1 aplikasi utk semua,5,0,2025-04-28 04:33:27
8f2b3457-fde8-4213-9dd7-135d1e81eede,Maulana,"Jadi gak perlu download-download banyak aplikasi informasi dan layanan yang ada di Pemerintah Kota Bekasi. cukup download PSWbekasikota ini saja, sudah ada semua👍",5,3,2025-04-28 03:56:24
5b5231e7-8633-4031-bfd3-7abe58923552,Rachmat Nur Hidayat,Sangat bagus Aplikasinya bermanfaat untuk warga kota bekasi,5,2,2025-02-11 02:12:37
